"filename", "language", "Python", "Markdown", "Shell Script", "Ini", "Ignore", "Docker", "YAML", "MDX", "XML", "JSON", "Jinja", "JavaScript", "toml", "JSON with Comments", "HTML", "TypeScript", "TypeScript JSX", "CSS", "comment", "blank", "total"
"/home/bond/Desktop/darkpatterncombined/agents/skyvern/alembic.ini", "Ini", 0, 0, 0, 92, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 25, 118
"/home/bond/Desktop/darkpatterncombined/agents/skyvern/alembic/README.md", "Markdown", 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 31
"/home/bond/Desktop/darkpatterncombined/agents/skyvern/alembic/env.py", "Python", 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 23, 82
"/home/bond/Desktop/darkpatterncombined/agents/skyvern/alembic/versions/2024_03_01_0537-99423c1dec60_create_tables.py", "Python", 270, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 10, 285
"/home/bond/Desktop/darkpatterncombined/agents/skyvern/alembic/versions/2024_03_13_0518-82a0c686152d_add_title_error_code_mapping_and_errors_.py", "Python", 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 10, 39
"/home/bond/Desktop/darkpatterncombined/agents/skyvern/alembic/versions/2024_03_22_0010-ffe2f57bd288_create_output_parameter.py", "Python", 71, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 10, 86
"/home/bond/Desktop/darkpatterncombined/agents/skyvern/alembic/versions/2024_04_03_2257-4630ab8c198e_create_bitwarden_credential_parameter_.py", "Python", 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 10, 68
"/home/bond/Desktop/darkpatterncombined/agents/skyvern/alembic/versions/2024_04_08_2347-ea8e24d0bc8e_add_orgs_max_retries_per_step.py", "Python", 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 10, 31
"/home/bond/Desktop/darkpatterncombined/agents/skyvern/alembic/versions/2024_04_09_0058-8335d7fecef9_add_new_indices_to_tasks_table.py", "Python", 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 9, 33
"/home/bond/Desktop/darkpatterncombined/agents/skyvern/alembic/versions/2024_04_23_2153-24303f1669a7_add_domain_to_organizations_table.py", "Python", 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 10, 33
"/home/bond/Desktop/darkpatterncombined/agents/skyvern/alembic/versions/2024_04_28_2320-68d78072fdb5_add_org_task_step_index.py", "Python", 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 9, 29
"/home/bond/Desktop/darkpatterncombined/agents/skyvern/alembic/versions/2024_05_05_0249-c4dca14a5e69_add_org_task_index_for_steps_table.py", "Python", 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 9, 29
"/home/bond/Desktop/darkpatterncombined/agents/skyvern/alembic/versions/2024_05_11_2104-8792454ce498_add_max_steps_per_run_to_task.py", "Python", 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 10, 31
"/home/bond/Desktop/darkpatterncombined/agents/skyvern/alembic/versions/2024_05_14_0114-bf561125112f_add_workflow_permanent_id_and_version_.py", "Python", 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 10, 33
"/home/bond/Desktop/darkpatterncombined/agents/skyvern/alembic/versions/2024_05_14_0245-baec12642d77_add_workflow_permanent_id_constraint_.py", "Python", 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 10, 41
"/home/bond/Desktop/darkpatterncombined/agents/skyvern/docker-compose.yml", "YAML", 0, 0, 0, 0, 0, 0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 5, 65
"/home/bond/Desktop/darkpatterncombined/agents/skyvern/docs/README.md", "Markdown", 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 44
"/home/bond/Desktop/darkpatterncombined/agents/skyvern/docs/api-reference/endpoint/create.mdx", "MDX", 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5
"/home/bond/Desktop/darkpatterncombined/agents/skyvern/docs/api-reference/endpoint/delete.mdx", "MDX", 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5
"/home/bond/Desktop/darkpatterncombined/agents/skyvern/docs/api-reference/endpoint/get.mdx", "MDX", 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5
"/home/bond/Desktop/darkpatterncombined/agents/skyvern/docs/api-reference/introduction.mdx", "MDX", 0, 0, 0, 0, 0, 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 34
"/home/bond/Desktop/darkpatterncombined/agents/skyvern/docs/api-reference/openapi.json", "JSON", 0, 0, 0, 0, 0, 0, 0, 0, 0, 195, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 195
"/home/bond/Desktop/darkpatterncombined/agents/skyvern/docs/development.mdx", "MDX", 0, 0, 0, 0, 0, 0, 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 99
"/home/bond/Desktop/darkpatterncombined/agents/skyvern/docs/essentials/code.mdx", "MDX", 0, 0, 0, 0, 0, 0, 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 38
"/home/bond/Desktop/darkpatterncombined/agents/skyvern/docs/essentials/images.mdx", "MDX", 0, 0, 0, 0, 0, 0, 0, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 60
"/home/bond/Desktop/darkpatterncombined/agents/skyvern/docs/essentials/markdown.mdx", "MDX", 0, 0, 0, 0, 0, 0, 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 89
"/home/bond/Desktop/darkpatterncombined/agents/skyvern/docs/essentials/navigation.mdx", "MDX", 0, 0, 0, 0, 0, 0, 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 67
"/home/bond/Desktop/darkpatterncombined/agents/skyvern/docs/essentials/reusable-snippets.mdx", "MDX", 0, 0, 0, 0, 0, 0, 0, 78, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 111
"/home/bond/Desktop/darkpatterncombined/agents/skyvern/docs/essentials/settings.mdx", "MDX", 0, 0, 0, 0, 0, 0, 0, 266, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 53, 319
"/home/bond/Desktop/darkpatterncombined/agents/skyvern/docs/favicon.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 50
"/home/bond/Desktop/darkpatterncombined/agents/skyvern/docs/introduction.mdx", "MDX", 0, 0, 0, 0, 0, 0, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 72
"/home/bond/Desktop/darkpatterncombined/agents/skyvern/docs/logo/dark.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 56
"/home/bond/Desktop/darkpatterncombined/agents/skyvern/docs/logo/light.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 52
"/home/bond/Desktop/darkpatterncombined/agents/skyvern/docs/mint.json", "JSON", 0, 0, 0, 0, 0, 0, 0, 0, 0, 86, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 86
"/home/bond/Desktop/darkpatterncombined/agents/skyvern/docs/quickstart.mdx", "MDX", 0, 0, 0, 0, 0, 0, 0, 70, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 87
"/home/bond/Desktop/darkpatterncombined/agents/skyvern/docs/snippets/snippet-intro.mdx", "MDX", 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5
"/home/bond/Desktop/darkpatterncombined/agents/skyvern/entrypoint-skyvern.sh", "Shell Script", 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 6, 21
"/home/bond/Desktop/darkpatterncombined/agents/skyvern/entrypoint-streamlit.sh", "Shell Script", 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 7
"/home/bond/Desktop/darkpatterncombined/agents/skyvern/mypy.ini", "Ini", 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 11
"/home/bond/Desktop/darkpatterncombined/agents/skyvern/poetry.lock", "toml", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6649, 0, 0, 0, 0, 0, 0, 589, 7238
"/home/bond/Desktop/darkpatterncombined/agents/skyvern/pyproject.toml", "toml", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 8, 108
"/home/bond/Desktop/darkpatterncombined/agents/skyvern/run_alembic_check.sh", "Shell Script", 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1, 7
"/home/bond/Desktop/darkpatterncombined/agents/skyvern/run_skyvern.sh", "Shell Script", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 13
"/home/bond/Desktop/darkpatterncombined/agents/skyvern/run_ui.sh", "Shell Script", 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3
"/home/bond/Desktop/darkpatterncombined/agents/skyvern/scripts/create_api_key.py", "Python", 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 13, 48
"/home/bond/Desktop/darkpatterncombined/agents/skyvern/scripts/create_organization.py", "Python", 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 22
"/home/bond/Desktop/darkpatterncombined/agents/skyvern/setup.sh", "Shell Script", 0, 0, 210, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 35, 281
"/home/bond/Desktop/darkpatterncombined/agents/skyvern/skyvern-frontend/.prettierignore", "Ignore", 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5
"/home/bond/Desktop/darkpatterncombined/agents/skyvern/skyvern-frontend/README.md", "Markdown", 0, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 66
"/home/bond/Desktop/darkpatterncombined/agents/skyvern/skyvern-frontend/artifactServer.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 46, 0, 0, 0, 0, 0, 0, 0, 8, 54
"/home/bond/Desktop/darkpatterncombined/agents/skyvern/skyvern-frontend/components.json", "JSON", 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 18
"/home/bond/Desktop/darkpatterncombined/agents/skyvern/skyvern-frontend/index.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 1, 14
"/home/bond/Desktop/darkpatterncombined/agents/skyvern/skyvern-frontend/localServer.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 2, 4, 26
"/home/bond/Desktop/darkpatterncombined/agents/skyvern/skyvern-frontend/package-lock.json", "JSON", 0, 0, 0, 0, 0, 0, 0, 0, 0, 6580, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6581
"/home/bond/Desktop/darkpatterncombined/agents/skyvern/skyvern-frontend/package.json", "JSON", 0, 0, 0, 0, 0, 0, 0, 0, 0, 87, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 88
"/home/bond/Desktop/darkpatterncombined/agents/skyvern/skyvern-frontend/postcss.config.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 1, 7
"/home/bond/Desktop/darkpatterncombined/agents/skyvern/skyvern-frontend/src/App.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 3, 18
"/home/bond/Desktop/darkpatterncombined/agents/skyvern/skyvern-frontend/src/api/AxiosClient.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 42, 0, 0, 0, 10, 52
"/home/bond/Desktop/darkpatterncombined/agents/skyvern/skyvern-frontend/src/api/QueryClient.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 3, 12
"/home/bond/Desktop/darkpatterncombined/agents/skyvern/skyvern-frontend/src/api/types.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 94, 0, 0, 0, 10, 104
"/home/bond/Desktop/darkpatterncombined/agents/skyvern/skyvern-frontend/src/components/Logo.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 2, 7
"/home/bond/Desktop/darkpatterncombined/agents/skyvern/skyvern-frontend/src/components/StatusBadge.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 5, 22
"/home/bond/Desktop/darkpatterncombined/agents/skyvern/skyvern-frontend/src/components/ThemeProvider.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 0, 0, 9, 46
"/home/bond/Desktop/darkpatterncombined/agents/skyvern/skyvern-frontend/src/components/ThemeSwitch.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 0, 0, 5, 40
"/home/bond/Desktop/darkpatterncombined/agents/skyvern/skyvern-frontend/src/components/ZoomableImage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 4, 17
"/home/bond/Desktop/darkpatterncombined/agents/skyvern/skyvern-frontend/src/components/themeProviderContext.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 5, 17
"/home/bond/Desktop/darkpatterncombined/agents/skyvern/skyvern-frontend/src/components/ui/accordion.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 49, 0, 0, 7, 56
"/home/bond/Desktop/darkpatterncombined/agents/skyvern/skyvern-frontend/src/components/ui/aspect-ratio.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 3, 6
"/home/bond/Desktop/darkpatterncombined/agents/skyvern/skyvern-frontend/src/components/ui/badge-variants.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 0, 0, 0, 3, 28
"/home/bond/Desktop/darkpatterncombined/agents/skyvern/skyvern-frontend/src/components/ui/badge.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 5, 18
"/home/bond/Desktop/darkpatterncombined/agents/skyvern/skyvern-frontend/src/components/ui/button-variants.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 0, 0, 0, 3, 34
"/home/bond/Desktop/darkpatterncombined/agents/skyvern/skyvern-frontend/src/components/ui/button.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 0, 0, 5, 29
"/home/bond/Desktop/darkpatterncombined/agents/skyvern/skyvern-frontend/src/components/ui/card.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 75, 0, 0, 9, 84
"/home/bond/Desktop/darkpatterncombined/agents/skyvern/skyvern-frontend/src/components/ui/carousel.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 231, 0, 0, 30, 261
"/home/bond/Desktop/darkpatterncombined/agents/skyvern/skyvern-frontend/src/components/ui/dialog.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 108, 0, 0, 13, 121
"/home/bond/Desktop/darkpatterncombined/agents/skyvern/skyvern-frontend/src/components/ui/dropdown-menu.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 186, 0, 0, 18, 204
"/home/bond/Desktop/darkpatterncombined/agents/skyvern/skyvern-frontend/src/components/ui/form.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 123, 0, 0, 16, 139
"/home/bond/Desktop/darkpatterncombined/agents/skyvern/skyvern-frontend/src/components/ui/hidden-copyable-input.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 39, 0, 0, 6, 45
"/home/bond/Desktop/darkpatterncombined/agents/skyvern/skyvern-frontend/src/components/ui/input.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 0, 0, 5, 26
"/home/bond/Desktop/darkpatterncombined/agents/skyvern/skyvern-frontend/src/components/ui/label.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 5, 25
"/home/bond/Desktop/darkpatterncombined/agents/skyvern/skyvern-frontend/src/components/ui/pagination.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 112, 0, 0, 11, 123
"/home/bond/Desktop/darkpatterncombined/agents/skyvern/skyvern-frontend/src/components/ui/radio-group.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 0, 0, 5, 43
"/home/bond/Desktop/darkpatterncombined/agents/skyvern/skyvern-frontend/src/components/ui/select.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 13, 163
"/home/bond/Desktop/darkpatterncombined/agents/skyvern/skyvern-frontend/src/components/ui/separator.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 0, 0, 4, 30
"/home/bond/Desktop/darkpatterncombined/agents/skyvern/skyvern-frontend/src/components/ui/skeleton.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 3, 16
"/home/bond/Desktop/darkpatterncombined/agents/skyvern/skyvern-frontend/src/components/ui/table.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 110, 0, 0, 11, 121
"/home/bond/Desktop/darkpatterncombined/agents/skyvern/skyvern-frontend/src/components/ui/tabs.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 47, 0, 0, 7, 54
"/home/bond/Desktop/darkpatterncombined/agents/skyvern/skyvern-frontend/src/components/ui/textarea.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 5, 25
"/home/bond/Desktop/darkpatterncombined/agents/skyvern/skyvern-frontend/src/components/ui/toast.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 115, 0, 0, 13, 128
"/home/bond/Desktop/darkpatterncombined/agents/skyvern/skyvern-frontend/src/components/ui/toaster.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 0, 0, 3, 34
"/home/bond/Desktop/darkpatterncombined/agents/skyvern/skyvern-frontend/src/components/ui/tooltip.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 0, 0, 7, 29
"/home/bond/Desktop/darkpatterncombined/agents/skyvern/skyvern-frontend/src/components/ui/use-form-field.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 0, 0, 0, 11, 47
"/home/bond/Desktop/darkpatterncombined/agents/skyvern/skyvern-frontend/src/components/ui/use-toast.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 156, 0, 0, 3, 31, 190
"/home/bond/Desktop/darkpatterncombined/agents/skyvern/skyvern-frontend/src/components/useTheme.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 4, 12
"/home/bond/Desktop/darkpatterncombined/agents/skyvern/skyvern-frontend/src/components/useThemeAsDarkOrLight.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 5, 16
"/home/bond/Desktop/darkpatterncombined/agents/skyvern/skyvern-frontend/src/hooks/useApiCredential.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 0, 0, 0, 7, 40
"/home/bond/Desktop/darkpatterncombined/agents/skyvern/skyvern-frontend/src/hooks/useCredentialGetter.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 3, 10
"/home/bond/Desktop/darkpatterncombined/agents/skyvern/skyvern-frontend/src/index.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 157, 0, 23, 180
"/home/bond/Desktop/darkpatterncombined/agents/skyvern/skyvern-frontend/src/main.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 2, 11
"/home/bond/Desktop/darkpatterncombined/agents/skyvern/skyvern-frontend/src/router.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 49, 0, 0, 3, 52
"/home/bond/Desktop/darkpatterncombined/agents/skyvern/skyvern-frontend/src/routes/root/Profile.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 0, 0, 4, 25
"/home/bond/Desktop/darkpatterncombined/agents/skyvern/skyvern-frontend/src/routes/root/RootLayout.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 55, 0, 0, 4, 59
"/home/bond/Desktop/darkpatterncombined/agents/skyvern/skyvern-frontend/src/routes/root/SideNav.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 56, 0, 0, 3, 59
